user_id,n,value
103,27,-0.37602943860747834
104,31,-0.304200164018157
105,32,-0.20864502177281152
106,18,-0.5899678856411114
107,31,-0.7193447085204171
108,26,-0.11348123632546683
109,33,-0.3876942587632044
110,17,-0.3463609634035449
111,32,-0.21607667501897065
112,26,0.46754129102299863
113,26,-0.11831326792204809
114,17,-0.44945956365019857
115,21,-0.3667897174996186
116,34,0.15444047450117898
117,14,-0.595163591696101
118,28,-0.8039035056394047
119,34,0.6200182584556397
120,19,0.3280272822719683
121,28,-0.5298997945232521
122,23,-0.745407399188644
123,26,0.21163443669242027
124,32,-0.1262310841271236
125,27,0.3243004726175132
126,26,-0.18848057385615602
127,26,0.20170804812310256
128,26,0.01835038654060088
129,24,-0.010286670708681537
130,30,0.03511750555005264
131,18,-0.9900508043593711
132,24,0.07935102856163372
133,33,-0.06117424507387997
134,23,0.13042245842406355
135,28,-0.2642728565507615
136,24,0.06881026091688153
137,28,-0.13606985376872255
138,25,0.327519731953347
139,24,0.1287706749570827
140,33,-0.3090069597452663
141,24,0.07502825490464123
142,28,0.30662360790991217
143,40,-0.18789048603578115
144,23,-0.06190323657201707
145,39,-0.4877132077508355
146,36,-0.13394820394277693
147,20,-0.4192774182093121
148,34,-0.1410971572639363
149,27,0.35323363246731465
150,24,0.2665492073895945
151,24,-0.2891377839037362
152,24,-0.245185378461913
153,37,-0.9495302794140894
154,26,-0.19705263457864466
155,16,-0.7336942077489763
156,24,0.21661430554717012
157,21,-0.03479132379349342
158,37,0.20591162384941203
159,18,-0.3873499161249657
160,20,-0.30494904323939415
161,23,-0.44154557193651045
162,20,-0.7763603082523323
163,29,-0.11511790651782136
164,34,0.28743717905217075
165,26,-0.2689481065767099
166,27,-0.06443230352291786
167,27,-0.43262486296421837
168,24,0.27954223086477403
169,28,0.31472076873376226
170,29,-0.621334077869793
171,21,0.04188720182540569
172,26,0.060174795876736825
173,44,-0.29216374852683386
174,29,0.009096709673736382
175,26,0.16506047202073534
176,17,-0.23326115799320776
177,25,-0.08900886755980907
178,43,0.14959603181491252
179,34,-0.4042639720303883
180,28,-0.5372744238253621
181,27,-0.5126412802412915
182,26,0.4733666342467454
183,28,-0.16858492742101028
184,24,0.3369531230105771
185,26,0.11581912491924845
186,29,-0.3621409797800668
187,24,-0.02509464796517317
188,28,-0.561495395626266
189,22,0.19757995706406728
190,22,0.18072040880097612
191,23,0.15668260200678827
192,28,0.49862733039120316
193,31,-0.5455100026767483
194,30,0.06984720329773454
195,32,-0.5913643599931212
196,28,0.07368627988056477
197,14,0.09798453359093398
198,20,-0.28959933387717635
199,27,-0.4055470679866878
200,26,0.13727496096101097
201,22,-0.23472262121552825
202,41,-0.019765946768786666
203,30,-0.5765269798297502
204,31,-0.18800877280938608
205,26,-0.1869078948795006
206,30,0.28141695580714693
207,36,-0.44268786523574377
208,30,-0.4884657295055904
209,37,-0.17531031117858148
210,18,0.4088367326535081
211,26,-0.0031038771114981767
212,24,-0.07709546247786275
213,34,-0.6190443644806116
214,20,-0.09140519444584679
215,40,-0.330869061536736
216,23,-0.370132040982096
217,32,-0.03064251518810264
218,35,-0.1857788421752704
219,30,0.2909553819588387
220,34,-0.6320274009922658
221,27,-0.6812612913879396
222,30,-0.41299214157083547
223,29,0.15434814861283702
224,31,0.27885863828443846
225,20,0.6286035187675905
226,33,-0.6417575583769083
227,21,-0.012323675433816612
228,32,-0.15260442875342883
229,32,-0.19235152588855126
230,41,-0.1988432825957067
231,24,-0.29730857000218197
232,33,0.04043387424718731
233,36,-0.27930694392567434
234,28,-0.14168507100373356
235,26,-1.1850197389039279
236,25,0.29332937718023877
237,30,0.1541488977844231
238,14,-0.12676338946030466
239,28,-0.3056159473195207
240,21,0.2771472128405805
241,24,-0.2757787465146217
242,31,0.030108951184087813
243,28,-0.6165031019850489
244,38,-0.9303918299714226
245,26,-0.3535979852380836
246,32,-0.48569485493972286
247,40,0.13228652094248755
248,38,0.18281342252895713
249,26,0.10971818822784919
250,26,0.1940501409245929
251,35,0.4625933007620869
252,32,-0.2861963271867697
253,30,-0.4611080667532788
254,28,-0.3698719676995762
255,24,0.3786405319030928
256,40,-0.25570131896798676
257,24,-0.5299660231089723
258,29,-0.01593776372768373
259,26,0.47595982879258736
260,11,-0.04049544577122053
261,26,-0.4901393111559835
262,31,-0.28261204792975986
263,32,0.3472727767944529
264,24,-0.17246945602347674
265,26,-0.24303006272949806
266,28,0.09857462471415648
267,28,-0.36985493780314604
268,30,0.8834646651856043
269,26,-0.18774765704170845
270,26,-0.2967445609945262
271,23,-0.03584035163808015
272,34,0.12981994997983307
273,20,0.18642750218567683
274,44,0.8694145185130165
275,31,-0.07312394964667958
276,32,-0.24088535406410488
277,30,-0.11083712791782487
278,26,-0.35958019982466166
279,30,-0.09929640820167257
280,32,-0.4559674923230963
281,24,0.2556474270092664
282,38,0.22436943231539566
283,28,0.00951639270383434
284,35,0.06153654710557643
285,24,-0.08028717351642868
286,28,-0.5829553558773013
287,25,0.4871750540387248
288,25,0.07045721359927519
289,34,0.7841032936311476
290,34,0.2293260739258314
291,32,-0.4052007342930975
292,23,-0.39761966995847625
293,24,-0.4065932989108371
294,31,-0.20685117582861345
295,28,-0.3503348674517545
296,26,-0.49819686118796547
297,21,-0.05018794042235063
298,26,0.20822313777277704
299,21,-0.529738939538788
300,17,-0.4278883755894768
301,26,-0.11756530153676913
302,13,0.769253792759428
303,30,0.2530122539752215
304,16,-0.5022888188845422
305,22,0.048130428391663684
306,36,-1.3249718093499743
307,38,-0.7401987472857617
308,22,-0.9743923566092639
309,26,-0.5924785432048703
310,32,0.9157408495042583
311,32,-0.7404289405568509
312,22,0.5144583769159768
313,24,-0.05553989636072987
314,46,-0.22167425481403405
315,31,-0.05377658783014426
316,17,0.04581351498077485
317,24,0.04712478344879186
318,23,0.040962377585795365
319,40,-0.15895202247995469
320,33,0.3391826180177775
321,40,-0.07755199825388462
322,27,-0.18483359079667705
323,34,-0.037955964942670395
324,38,0.03534904768377915
325,33,-0.16471218936767076
326,27,-0.1150256892082692
327,25,0.3328123188239039
328,25,0.11817677600804957
329,34,-0.27610628108218205
330,22,-0.3367220671672085
331,24,-0.05576654323931226
332,30,-0.30999946489905944
333,19,0.4857146467726728
334,26,-0.9622211124907849
335,35,-0.3492644623183104
336,32,0.5258687377757987
337,22,0.06597455885227727
338,39,-0.09689360698458913
339,23,-0.1662516394303794
340,23,-0.6350477935450851
341,40,-0.012458009419814675
342,36,-0.2725191334799595
343,41,0.28090525569134983
344,25,0.2431859732620908
345,38,-0.24202917385847725
346,36,-0.1337909708743777
347,23,-0.7536747194325268
348,23,0.19213675752896006
349,37,0.017370980436013313
350,23,-0.3030462381439419
351,30,-0.22170964966197562
352,35,-0.15321710802436975
353,24,0.43676936337546657
354,13,-0.271261374857788
355,16,-0.12453521732510495
356,33,-0.07423040820219887
357,25,0.3069312240474482
358,33,0.10509054291207348
359,24,-0.31432966376502663
360,34,-0.8954634259490792
361,31,-0.24322757330340478
362,37,-0.22626293416361684
363,41,-1.156988963290909
364,19,-0.3684485052630717
365,31,0.6109349445254932
366,36,-0.5514459132895259
367,30,-0.19318606157151655
368,44,-0.5943203381433205
369,18,0.013028755316294808
370,32,0.00013330990121986075
371,27,-0.5445686776037884
372,32,-0.25298430336570643
373,23,0.25197234743607455
374,28,-0.4191655145857905
375,32,-0.14088230386547596
376,36,-0.3265856714066934
377,36,0.10524107219846544
378,30,0.05555839002598647
379,27,0.043102717361773554
380,20,-0.9329205497849479
381,40,0.18994382679997973
382,20,-0.06827077486190467
383,29,0.01994918726402949
384,28,0.13449298241275465
385,31,0.0342473552817512
386,15,-0.49981941619417297
387,37,-0.39875994045403157
388,27,-0.17729466481221093
389,34,0.3801898431344308
390,27,-0.4762514029561792
391,22,0.23131883324426122
392,28,-0.030206248926508694
393,32,0.14159410136540249
394,30,-0.19131747979524488
395,33,-0.42489334063552925
396,34,-0.6034384249293984
397,26,0.11518942588912143
398,32,0.031202617283617742
399,26,-0.02757533482603547
400,35,-0.5966573325410005
401,21,0.20755909885853735
402,30,0.6443689159597631
403,35,0.023101975764584396
404,23,0.5166985973743926
405,30,-0.2889742177165393
406,26,-0.45350661372727336
407,40,-0.6840180321617181
408,23,0.2604907364900877
409,33,-0.5896224663883589
410,24,-0.2627625464374502
411,16,-0.15678463459754258
412,31,0.14426648045695792
413,31,-0.34763779457636207
414,26,-0.17346721603499335
415,22,-0.42883732970005295
416,32,-0.4115533230509878
417,28,0.4437351138296824
418,12,-0.5868694859530311
419,30,0.15022064381410213
420,34,-0.7440865729207071
421,32,0.2554845477126151
422,32,0.06691460437818311
423,23,-0.1436015652981923
424,40,-0.854416359407638
425,38,-0.09612931058509472
426,34,-0.39045403757473235
427,28,-0.33515470138388814
428,23,0.2611668274974566
429,31,-0.2881593270298372
430,40,0.06579144389303418
431,31,-0.43322334653045946
432,30,-0.24887492544099754
433,22,-0.0709242043132062
434,27,-0.13755920992558165
435,22,-0.10104336001927959
436,25,-0.43868451046992424
437,25,-0.586395935075543
438,22,-0.6036273484315264
439,45,-0.6539301623978998
440,33,-0.3634714834339114
441,33,0.22339909590267024
442,20,-0.26729587843852043
443,35,-0.09172171417277093
444,23,-0.697660829295244
445,28,-0.2969719218714274
446,41,0.3732161455193288
447,36,-0.043864556105018444
448,27,-0.499563166663497
449,19,0.45215200632520447
450,30,-0.3955096260695464
451,32,0.31447087637032767
452,36,0.1030634102394114
453,30,-0.20668063636426606
454,34,0.0526424926216696
455,28,0.5568912675574368
456,32,-0.4865167233873657
457,26,0.4712045013376288
458,30,-0.27433046297809505
459,31,-0.22014090876819997
460,30,0.5033305643615907
461,39,0.19693766024052897
462,33,0.13106163396587922
463,36,-0.596535503832535
464,15,0.4090882442101714
465,23,0.14882567405537156
466,33,0.28554153224300904
467,34,-0.8517519636001997
468,31,-0.6737509503057546
469,28,-0.10529594805418618
470,26,-0.7686969155435149
471,29,-0.46050735291681283
472,30,0.026589767578395145
473,28,-0.6318414420976752
474,27,0.11897905881814887
475,29,-0.019414863030531304
476,40,0.20527102425380547
477,26,0.5681345846207106
478,24,0.013594750871850894
479,33,0.04323167127827802
480,24,-0.2609942069227308
481,26,0.2722782574684215
482,21,0.7032641104653162
483,32,0.035474081683342276
484,32,-0.4558612128790961
485,29,0.006965854350707133
486,18,-0.3182150826955114
487,34,0.28532711907019753
488,33,-0.175572076801957
489,28,-0.003978511228625438
490,34,-0.3375864866152564
491,37,-0.12565781916992966
492,22,-0.6227174602842381
493,33,0.09534236394244552
494,34,-0.12506762720069753
495,26,0.6305553955501898
496,26,0.5368944534411887
497,25,-0.15296473217125978
498,29,0.10955455564882634
499,32,-0.4093861866615472
500,26,0.12579050531500835
501,24,-0.4824444735397795
502,32,-0.2720417968941913
503,28,0.19046301331565393
504,25,-0.07839205844397203
505,28,0.016944806397596372
506,27,-0.45296297158916865
507,29,-0.31949261115464744
508,25,0.3937590711767692
509,27,-0.310154014043409
510,29,-0.4172145312254701
511,24,0.0012690102067897668
512,35,-0.30135540480309836
513,40,-0.008468151442795757
514,24,-0.5925999306633277
515,17,0.5693059990219307
516,28,0.030922234079139726
517,25,0.10520861765462275
518,22,0.29012632126112414
519,36,-0.5422699186101493
520,33,-0.5655358243591478
521,23,-0.05387557269924044
522,24,-0.36899556184536914
523,29,-0.33147448354414805
524,26,-0.08866413684579603
525,21,0.09338903524227204
526,33,0.10969518974006945
527,22,0.1743498318421561
528,31,0.07460556240511564
529,34,-0.1428498922820473
530,28,0.1941081089164669
531,30,0.4057479086608489
532,30,-0.12059624286523635
533,24,-0.23094935485358806
534,30,-0.3556899200375115
535,29,0.4377895931774601
536,31,-0.0028796031918598337
537,34,-0.4646943376413064
538,28,-0.6481589435962266
539,23,-0.2748659246590151
540,34,0.3998780989367106
541,30,0.258692298704722
542,31,0.008348825559690545
543,27,0.4532664669126324
544,20,0.38765076810827503
545,20,0.44951591478259917
546,28,-0.008002657593385396
547,32,0.025250928389707078
548,25,-0.3211052705928558
549,22,0.40114601260248983
550,34,-0.5103726596846807
551,25,-0.5855983286226663
552,24,-0.26175397223072255
553,30,-0.20994671577541227
554,34,-0.45360203890259804
555,26,0.05371971362557472
556,24,0.007444943417373932
557,36,0.3631636845843921
558,27,0.033886727361751905
559,36,0.04307084795977742
560,26,-0.4462082054902544
561,22,0.38745796344949657
562,20,0.4641684855304734
563,22,-0.0923133032069558
564,33,-0.5233341091615857
565,22,0.11631982464305651
566,32,0.5950476214401219
567,36,-0.5075297065635843
568,36,0.29110932758246516
569,28,-0.06176950599201066
570,27,-0.3058441560293769
571,34,-0.3261471125045873
572,24,-0.04898552349591225
573,35,-0.3748275438798101
574,34,0.03640685679173547
575,39,-0.17991401333948817
576,26,0.01643997271541308
577,37,-0.20105611853372182
578,35,-0.011314522447133069
579,25,-0.17709373310907472
580,22,-0.6356480694150058
581,17,-0.40506972575129707
582,28,-0.023780026533492888
583,28,-0.11840244442807299
584,27,-0.2211522165278039
585,27,-0.48141357064491525
586,27,0.5594745191774454
587,23,0.32004176385543337
588,46,-0.09513664797917118
589,42,-0.4642348404700785
590,22,-0.6476253108748975
591,38,-0.7774635493517049
592,32,0.03629485051559614
593,28,-0.28063161871323594
594,27,-0.6014936233907338
595,27,-0.20378998386512345
596,24,-0.5105481340230266
597,33,0.24547148339149255
598,25,0.20873547933079536
599,26,-0.2405495339128049
600,28,0.12304760223132948
601,21,-0.5404799427654634
602,35,0.6383333636525005
603,26,-0.10954347316773332
604,22,0.2886223733635125
605,26,-0.1584060931302915
606,36,0.01087613261004213
607,27,-0.3568019090299257
608,28,-0.29941980313921446
609,34,-0.7934532261289972
610,30,-0.8003967604790697
611,33,-0.4511817156401611
612,32,0.08213056875622839
613,30,-0.15040757947268926
614,30,-0.6438836018123798
615,36,-0.12647461180105066
616,29,-0.3114000966012278
617,28,-0.1884150355983439
618,35,-0.3759579871341662
619,29,-0.22882582085310035
620,28,-0.08624768120855643
621,25,-0.6057967076357397
622,20,0.05580222943951472
623,26,0.22489164698543485
624,37,-0.6755994726996857
625,30,-0.433141312477702
626,26,-0.4590931528908321
627,22,0.2230849156362227
628,28,0.3925110923185033
629,28,0.06280834502065845
630,36,0.17725113271140236
631,34,-0.24439196193884402
632,24,-0.1804732840899268
633,36,-0.2629377488942761
634,25,0.135988669228761
635,30,0.19511993486506107
636,29,0.4573179917073479
637,26,-0.08632865080406564
638,28,-0.2693625815900319
639,26,0.07137829713885
640,26,-0.02805595917411206
641,27,-0.25456163951433547
642,31,0.03400912769998781
643,30,-0.2969950565492888
644,26,-0.23015597033424012
645,27,-0.3593239748964294
646,31,-0.23941645862842673
647,30,-0.16346515340007162
648,32,-0.8235140450998819
649,12,-0.07967018062853386
650,25,0.4596632691515984
651,14,-0.13411071880264913
652,30,-0.3975737595512481
653,31,-0.6387178948755065
654,21,0.5764788673351972
655,30,-0.44601981894809695
656,33,0.04161829353566607
657,36,-0.25419091721394554
658,24,-0.059589680526217416
659,36,-0.30509199729211134
660,33,0.19172961103317665
661,26,0.33272371570167414
662,29,0.4678239885166789
663,38,-0.25950699158315166
664,25,-0.11159196438785723
665,24,-0.0071175248319678515
666,15,-0.3283209789333338
667,22,-0.6537853001249154
668,24,0.1605248299614768
669,35,-0.21719651428191586
670,28,-0.05432105683417516
671,27,0.03353605395315959
672,36,-0.28261507555726034
673,30,-1.0602636521349755
674,27,0.2973483554452605
675,27,0.133762269786418
676,33,0.25829379166191035
677,28,-0.20976169491484006
678,27,-0.6938057095463885
679,26,-0.045152030649637506
680,26,-0.0856785664798109
681,26,-0.0059085620542006926
682,26,0.040751820118157485
683,36,-0.2494805369198163
684,32,0.07422248132009936
685,30,-0.0407503633931727
686,26,0.11907343449039233
687,28,0.173187890949782
688,28,0.37407798516526725
689,29,-0.4970052931593855
690,33,-0.4380921215506342
691,20,0.7125986958424846
692,24,-0.11492743254910726
693,28,0.18238438797145534
694,33,0.3041124863683259
695,32,-0.20694986599429865
696,23,0.3690059313343586
697,37,-0.04825789242749902
698,29,-0.04297620562284082
699,26,-0.5563363075269336
700,22,-0.03872348393351387
701,34,0.24325384584630894
702,13,-0.637087589751821
703,31,0.0931960447636055
704,21,-0.15134952986399952
705,21,-0.06934424190230247
706,34,-0.17212005143280423
707,24,-0.6005697050503191
708,22,-0.40353498940814386
709,28,-0.1077643748103805
710,32,-0.6517003380957268
711,28,0.007090460446696478
712,37,0.8738781493289728
713,24,-0.2952859882196275
714,26,-0.7640724113336462
715,36,-0.38366323229475907
716,26,0.3933195829483384
717,34,-0.14679339977197003
718,24,0.00036432932993663014
719,26,-0.17128640978411333
720,24,0.17348780990446455
721,19,-0.6024154883303454
722,22,0.1302544810688368
723,24,-0.397332387028514
724,26,-0.23990700432488812
725,44,0.07623685643287016
726,37,-0.3795130696719693
727,27,-0.2764194111475197
728,38,-0.906361633874016
729,20,-0.528788620951118
730,27,-0.7223198315822453
731,28,-0.40579988655881716
732,36,0.1564333511062211
733,20,-0.47082244866015255
734,24,0.37566606370028754
735,33,0.1722167227503429
736,40,0.05982981611392661
737,25,-0.23745450627206155
738,28,-0.27734462660999265
739,34,0.1962673467838673
740,25,-0.3653523959887838
741,19,-0.18699588145859414
742,31,0.17827411194175344
743,26,-0.09791162288042918
744,27,-0.4695379277399088
745,35,-0.28269436337417364
746,26,-0.04706704593847433
747,22,-0.08585303556726757
748,30,0.46955780642284506
749,26,-0.5120637622023855
750,31,-0.15798783125788918
751,28,-0.789333877424156
752,33,-0.3057326744859745
753,24,-0.8390078387190659
754,26,0.08295311950931458
755,30,-0.02534993478428791
756,30,-0.12964427108529028
757,26,-0.28230486120001985
758,28,0.6097717745066331
759,32,-0.3668496111422421
760,24,0.31182467236329664
761,23,-0.5539907792646488
762,40,0.048085543996289226
763,30,-0.5132230908445806
764,20,0.48130862450700784
765,28,0.07103353228052948
766,37,0.23219776109379256
767,36,-0.21968317660967746
768,30,-0.5075804168496518
769,34,0.27357855522497465
770,33,0.06352861077361846
771,28,-0.7368223227282071
772,33,-0.18119843140002254
773,20,0.14219206110824384
774,34,0.44394521330056996
775,22,-0.07577760038419391
776,28,-0.18244058030337756
777,27,-0.32148344262120865
778,36,0.20101895608089448
779,26,-0.0682856768989404
780,30,-0.13659019171749875
781,27,-0.296951494029263
782,25,0.11265405366342895
783,24,-0.40724026144992753
784,26,-0.026480045820509633
785,28,0.13441618060449384
786,29,0.26617663461876007
787,34,0.053885338404178744
788,23,0.38812576382805214
789,34,-0.2948899897524904
790,29,-0.7668371016919712
791,27,-0.3920404352053804
792,23,0.26770987409918673
793,32,-0.6544162979439714
794,32,-0.10624309326161006
795,34,-0.13313762214126038
796,27,0.2588485390392337
797,36,-0.26409525716658483
798,28,0.06764684652187201
799,38,-0.17670308063957
800,28,0.016522560244959572
801,31,-0.324770173128798
802,28,0.30526850854171933
803,32,0.03343264936637211
804,26,-0.5621717570200973
805,26,-0.005312725846993622
806,32,-0.3269088195249409
807,24,-0.5542493476176845
808,24,-0.04788033026345604
809,32,-0.26726563853939045
810,24,0.06582132636273423
811,36,0.6593719844179603
812,30,0.10057317877341956
813,24,-0.4961003088418046
814,34,-0.16687876790419895
815,30,-0.3857325783366155
816,37,-0.3083217735701703
817,36,0.07127090609871754
818,30,-1.032930614607365
819,32,1.106837555666196
820,32,-0.47027563302285424
821,24,0.026903369146379308
822,29,-0.26767331355641
823,23,0.3466467124184917
824,35,-0.2813014009068075
825,31,-0.3931151763907882
826,30,-0.20792953559812605
827,34,0.057730483561517304
828,34,-0.1751785997459052
829,27,-0.371698953401604
830,32,-0.029393608141071795
831,24,0.7343596242089249
832,28,-0.4774701658577
833,32,0.03792027036257857
834,24,0.5348122617650107
835,32,-0.2662825736944283
836,35,-0.40845469628440567
837,25,0.08190044721194116
838,26,0.08807082079434325
839,27,-0.545799268372422
840,30,-0.16171960148209544
841,35,-0.14218485955162238
842,20,0.03584676923340713
843,22,-0.2470627612795691
844,28,-0.5812062460735526
845,29,-0.07174468545667256
846,22,-0.5566185652181417
847,24,0.29573826002443354
848,32,0.24868870000563278
849,36,-0.2020636793972196
850,30,0.029810898927973936
851,34,0.476661313641916
852,33,0.03927323308583304
853,22,-0.43658068906953457
854,32,-0.15275135189984354
855,28,0.05970607097593122
856,36,-0.704176350550975
857,33,-0.23274069926592109
858,37,-0.17485748436617843
859,39,-0.0642437458801026
860,37,-0.46539584649719024
861,29,-0.4923700145359305
862,27,-0.2325110245514082
863,29,-0.49792588456529835
864,23,-0.13740157840900544
865,26,-0.24593546148195347
866,28,-0.3631094487610897
867,23,0.15731201256749308
868,24,0.05945950479460984
869,30,0.17279714103779223
870,27,-0.8087296151556801
871,32,-0.01768691488472071
872,26,-0.4539666058375624
873,33,-0.2576008784156752
874,31,0.09318419472894539
875,28,0.08915189756275546
876,32,-0.018067241086360056
877,32,-0.5662736023219832
878,25,0.21358490302716965
879,27,-0.24987503960579732
880,39,-0.38274341545261054
881,25,0.19561782274888556
882,34,-0.4717824716575457
883,40,-0.5583178625781118
884,30,-0.4876598260820167
885,26,0.2579495535479063
886,23,-0.25222405990725405
887,28,-0.2922635197573032
888,27,0.18626237937623202
889,35,-0.000793861181485056
890,25,-0.19515321924860768
891,25,0.00696339891346776
892,31,0.10284821580986529
893,34,0.23851744363566194
894,27,0.01729458094002043
895,38,0.1716095172418537
896,26,-0.4963509657231025
897,25,-0.31422304396116424
898,28,0.19502287028111304
899,22,-0.054134746522033206
900,35,-0.0237857894930839
901,38,-0.0772353423731794
902,27,-0.06518020114219551
903,24,-0.017567607624047354
904,37,0.08898139101297385
905,31,0.2126318254537983
906,27,-0.21376295758628416
907,40,-0.09053954445166953
908,32,-0.009629411239727298
909,30,0.46506118854225614
910,26,-0.08221933402674884
911,29,-0.5827807430829016
912,28,0.2793354976612779
913,23,-0.24207994767023608
914,30,-0.03027312679015569
915,28,0.3770695000786146
916,29,-0.43622070639476257
917,26,-0.24602690373606845
918,30,-0.2648106380304226
919,36,-0.33909222834553165
920,24,0.19715494670257314
921,26,0.43923261292339216
922,36,0.06853875005436115
923,35,-0.1482379857230297
924,32,0.17856789871086956
925,38,-0.6293920450949017
926,30,-0.5043356014035336
927,28,0.32863730473704406
928,27,-0.49968612786892175
929,37,0.16241323583800174
930,26,-0.13996187156047252
931,38,0.03734924241043884
932,25,0.06375389627937436
933,29,-0.27893269188521586
934,34,-0.3363177910156588
935,31,-1.201711631704025
936,23,-0.5816243524810787
937,36,-0.7281062396534783
938,26,0.10771518629652273
939,30,-0.24921144421110356
940,26,-1.0124021527080052
941,27,0.27523870443905224
942,30,-0.31507666061281353
943,30,-0.7743426527771947
944,24,-0.10651784554849687
945,25,-0.023083788976561034
946,42,-0.4073068208570409
947,33,-0.16055654424263863
948,30,0.7065269569355528
949,34,-0.14433230085679638
950,25,-0.19590737222057825
951,47,0.33738171828177144
952,28,-0.013588875753455385
953,24,0.07837522020884384
954,30,-0.9888707297769432
955,26,0.14959272896372688
956,28,0.08418685583738239
957,24,-0.23977082772819824
958,35,-0.4107693776571475
959,24,-0.1622799593225451
960,28,0.15938687252297076
961,38,0.10275623508442897
962,38,0.0885107175341596
963,35,-0.18849508772074328
964,24,0.10495694900875592
965,30,-0.34530880850195717
966,26,0.2246666013666484
967,24,-0.7338691468553339
968,28,-0.2093850894640838
969,35,0.16853428516101104
970,24,-0.1654549149801625
971,26,-0.43633312695880455
972,26,0.050653768658035773
973,30,0.0015352034313512804
974,30,0.10853053674349408
975,30,-0.19372246269550725
976,27,-0.9394029526902999
977,25,0.7530726528196545
978,33,-0.3440894144233829
979,29,-0.32188752573949875
980,29,-0.4378244797432463
981,26,0.14704694311347627
982,29,-0.25354197882773916
983,23,0.6932825897057091
984,31,-0.16079343721464287
985,27,0.048750318757202926
986,37,0.04770656335359898
987,26,-0.10520560262041329
988,24,0.1279222575640841
989,22,-0.4805337402284591
990,24,-0.10206288280486216
991,23,0.13577138747271297
992,34,-0.18280894279125215
993,28,0.10735456063375903
994,32,0.5087040050247722
995,28,0.19371065764864218
996,37,-0.22209836735464766
997,42,-0.027230803211561024
998,24,-0.5599673533662158
999,27,0.31987301745996854
1000,27,-0.620408418441197
1001,24,-0.43118612909589366
1002,33,-0.3051430038719601
1003,26,-0.8026749617331171
1004,23,-1.0152710974132926
1005,32,0.18611290771992905
1006,23,0.14672163060038332
1007,23,-0.13085343815110623
1008,35,-0.455281084357617
1009,28,0.4675213885814054
1010,34,0.011231663389754858
1011,27,-0.04543052568394873
1012,25,0.4321563938138683
1013,32,0.236092265182399
1014,35,-0.073702976376584
1015,20,-0.17868776036503004
1016,29,0.32370034742553994
1017,34,-0.1205229000099181
1018,22,0.32581703668915324
1019,41,-0.35405134551508527
1020,24,-0.6620926471365672
1021,27,-0.06390684247862086
1022,34,-0.2981857012503016
1023,27,0.07388626724107973
1024,33,-0.20302213424421559
1025,26,0.4208694641689593
1026,34,-0.2982661514142293
1027,40,-0.5934457223731617
